Customer ID,Customer Name,Customer_Segment,Maritial_Status,Gender,DOB,Effective_Start_Dt,Effective_End_Dt,Policy_Type_Id,Policy_Type,Policy_Type_Desc,Policy_Id,Policy_Name,Premium_Amt,Policy_Term,Policy_Start_Dt,Policy_End_Dt,Next_Premium_Dt,Actual_Premium_Paid_Dt,Country,Region,State or Province,City,Postal Code,Total_Policy_Amt,Premium_Amt_Paid_TillDate
570,Doctor. Katharine Bass,Consumer,Single,Female,2/5/1995,12/30/2014,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_570,HSB_Jewel_02468,60000,Half Yearly,12/30/2014,12/27/2034,6/30/2015,7/20/2015,U.S.A,West,Nevada,Henderson,89015,400000,60000
1054,Doctor. Keith R Atkinson,Corporate,Single,Female,2/5/1994,12/30/2013,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1054,HSB_Jewel_02468,60000,Half Yearly,12/30/2013,12/27/2033,6/30/2014,7/20/2014,United States,West,Arizona,Surprise,85374,400000,60000
680,Doctor. Laurence Poe,Corporate,Single,Female,2/5/1991,12/30/2010,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_680,HSB_Jewel_02468,60000,Half Yearly,12/30/2010,12/27/2030,6/30/2011,7/20/2011,United States Of America,West,Washington,Spokane,99207,400000,60000
1782,Doctor. Lawrence Dennis,Home Office,Single,Female,2/5/1991,1/1/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_1782,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2008,12/27/2030,4/1/2011,4/11/2011,U.S.A,West,California,San Clemente,92672,500000,60000
2962,Doctor. Leonard Strauss,Consumer,Single,Female,2/5/1989,1/1/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_2962,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2006,12/27/2028,4/1/2009,4/11/2009,U.S.A,West,Colorado,Louisville,80027,500000,60000
2037,Doctor. Lynda Herman,Small Business,Single,Female,2/5/1988,12/29/2007,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_2037,HSB_Jewel_02468,60000,Half Yearly,12/29/2007,12/27/2027,6/29/2008,7/19/2008,United States,West,Montana,Bozeman,59715,400000,60000
2495,Doctor. Maria Block,Consumer,Single,Female,2/5/1995,1/1/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_2495,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2012,12/27/2034,4/1/2015,4/11/2015,United States Of America,West,Wyoming,Rock Springs,82901,500000,60000
2141,Doctor. Molly Webster,Home Office,Single,Female,2/5/1996,12/31/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_2141,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2012,12/27/2035,3/31/2016,4/10/2016,U.S.A,West,Colorado,Durango,81301,500000,60000
640,Doctor. Neal Wolfe,Consumer,Single,Female,2/5/1995,12/30/2014,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_640,HSB_Jewel_02468,60000,Half Yearly,12/30/2014,12/27/2034,6/30/2015,7/20/2015,US,West,Washington,Seattle,98119,400000,60000
757,Doctor. Neil Hogan,Home Office,Single,Female,2/5/1986,1/1/2003,,13579,Mediclaim,Related to Life or Personal Claim,13579_757,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2003,12/27/2025,4/1/2006,4/11/2006,U.S,West,Oregon,Tualatin,97062,500000,60000
1869,Doctor. Roberta Daniel,Consumer,Single,Female,12/7/1994,12/31/2011,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1869,HSB_Auto_98765,2000,Monthly,12/31/2011,12/27/2034,1/31/2015,,U.S,West,New Mexico,Alamogordo,88310,200000,72000
1117,Doctor. Samantha Koch,Home Office,Single,Female,2/5/1996,12/31/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_1117,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2012,12/27/2035,3/31/2016,4/10/2016,U.S.A,West,Arizona,Tucson,85705,500000,60000
3354,Doctor. Sara Faulkner,Corporate,Single,Female,2/5/1993,1/1/2010,,13579,Mediclaim,Related to Life or Personal Claim,13579_3354,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2010,12/27/2032,4/1/2013,4/11/2013,US,West,California,Calexico,92231,500000,60000
782,Doctor. Sarah N Becker,Small Business,Single,Female,2/5/1995,1/1/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_782,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2012,12/27/2034,4/1/2015,4/11/2015,US,West,California,Whittier,90604,500000,60000
236,Doctor. Shawn McIntyre,Corporate,Single,Female,2/5/1992,12/29/2011,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_236,HSB_Jewel_02468,60000,Half Yearly,12/29/2011,12/27/2031,6/29/2012,7/19/2012,US,West,Colorado,Louisville,80027,400000,60000
1307,Doctor. Teresa Hill,Small Business,Single,Female,2/5/1992,12/29/2011,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1307,HSB_Jewel_02468,60000,Half Yearly,12/29/2011,12/27/2031,6/29/2012,7/19/2012,United States,West,Oregon,Coos Bay,97420,400000,60000
3006,Doctor. Thomas Spence,Corporate,Single,Female,2/5/1996,12/31/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_3006,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2012,12/27/2035,3/31/2016,4/10/2016,U.S,West,Idaho,Idaho Falls,83402,500000,60000
2431,Doctor. Troy Cassidy,Consumer,Single,Female,2/5/1994,1/1/2011,,13579,Mediclaim,Related to Life or Personal Claim,13579_2431,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2011,12/27/2033,4/1/2014,4/11/2014,US,West,California,Los Angeles,90004,500000,60000
2855,Doctor. Vicki Womble,Consumer,Single,Female,2/5/1989,12/30/2008,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_2855,HSB_Jewel_02468,60000,Half Yearly,12/30/2008,12/27/2028,6/30/2009,7/20/2009,United States,West,Washington,Des Moines,98198,400000,60000
2548,Doctor. Wayne Bass,Small Business,Single,Female,2/5/1990,1/1/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_2548,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2007,12/27/2029,4/1/2010,4/11/2010,United States,West,California,Los Angeles,90068,500000,60000
181,Doctor. Wesley Waller,Corporate,Single,Female,2/5/1994,1/1/2011,,13579,Mediclaim,Related to Life or Personal Claim,13579_181,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2011,12/27/2033,4/1/2014,4/11/2014,U.S,West,California,San Francisco,94122,500000,60000
2670,Doctor. Yvonne Mann,Home Office,Single,Female,2/5/1995,1/1/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_2670,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2012,12/27/2034,4/1/2015,4/11/2015,U.S,West,California,Los Angeles,90049,500000,60000
1155,Dr. Alex Nicholson,Consumer,Married,Male,2/5/1997,12/31/2008,,19186,UnitLinked,Market-linked product that aggregates the very best of investment and insurance,19186_597,HSB_UnitLinked_19186,5000,Quarterly,12/31/2008,12/27/2037,3/31/2012,4/10/2012,US,West,Colorado,Grand Junction,81503,500000,60000
3063,Dr. Ann Steele,Consumer,Married,Female,2/5/1991,12/30/2010,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_3063,HSB_Jewel_02468,60000,Half Yearly,12/30/2010,12/27/2030,6/30/2011,7/20/2011,United States Of America,West,Washington,Kirkland,98034,400000,60000
1988,Dr. Anna Burgess,Home Office,Married,Female,12/7/1990,12/31/2007,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1988,HSB_Auto_98765,2000,Monthly,12/31/2007,12/27/2030,1/31/2011,,United States,West,Utah,Draper,84020,200000,72000
526,Dr. April Hu,Home Office,Married,Male,2/5/1991,1/1/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_526,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2008,12/27/2030,4/1/2011,4/11/2011,U.S.A,West,Arizona,Mesa,85204,500000,60000
353,Dr. Bonnie Chambers,Home Office,Single,Male,2/5/1990,1/1/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_353,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2007,12/27/2029,4/1/2010,4/11/2010,U.S,West,Arizona,Glendale,85301,500000,60000
2652,Dr. Brenda Ross,Consumer,Single,Male,2/6/1990,1/2/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_2652,HSB_Lifeclaim_13579,5000,Quarterly,1/2/2007,12/28/2029,4/2/2010,4/12/2010,US,West,California,Bakersfield,93309,500000,60000
254,Dr. Brett Hawkins,Home Office,Single,Male,12/9/1989,1/2/2007,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_254,HSB_Auto_98765,2000,Monthly,1/2/2007,12/29/2029,2/2/2010,,United States,West,Colorado,Highlands Ranch,80126,200000,72000
638,Dr. Brooke Shepherd,Consumer,Single,Male,2/5/1990,12/30/2009,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_638,HSB_Jewel_02468,60000,Half Yearly,12/30/2009,12/27/2029,6/30/2010,7/20/2010,United States Of America,West,California,Santa Cruz,95062,400000,60000
800,Dr. Cheryl Guthrie,Consumer,Single,Male,2/5/1991,1/1/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_800,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2008,12/27/2030,4/1/2011,4/11/2011,United States,West,Utah,Roy,84067,500000,60000
1305,Dr. Chris Pritchard,Consumer,Single,Male,12/7/1990,12/31/2007,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1305,HSB_Auto_98765,2000,Monthly,12/31/2007,12/27/2030,1/31/2011,,U.S.A,West,Utah,West Valley City,84120,200000,72000
2006,Dr. Cynthia Khan,Home Office,Single,Male,2/6/1990,1/2/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_2006,HSB_Lifeclaim_13579,5000,Quarterly,1/2/2007,12/28/2029,4/2/2010,4/12/2010,U.S.A,West,Colorado,Durango,81301,500000,60000
3206,Dr. Dana Rankin,Consumer,Widowed,Male,2/5/1991,1/1/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_3206,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2008,12/27/2030,4/1/2011,4/11/2011,U.S.A,West,Idaho,Twin Falls,83301,500000,60000
463,Dr. Debbie Stevenson,Small Business,Single,Male,2/5/1992,12/31/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_463,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2008,12/27/2031,3/31/2012,4/10/2012,United States Of America,West,California,West Hollywood,90069,500000,60000
771,Dr. Deborah Paul,Small Business,Single,Male,2/5/1990,12/30/2009,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_771,HSB_Jewel_02468,60000,Half Yearly,12/30/2009,12/27/2029,6/30/2010,7/20/2010,United States Of America,West,Oregon,West Linn,97068,400000,60000
1665,Dr. Elsie Pridgen,Consumer,Single,Male,2/5/1991,1/1/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_1665,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2008,12/27/2030,4/1/2011,4/11/2011,U.S.A,West,California,Laguna Hills,92653,500000,60000
2323,Dr. Emma Buckley,Small Business,Single,Male,2/5/1991,12/30/2010,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_2323,HSB_Jewel_02468,60000,Half Yearly,12/30/2010,12/27/2030,6/30/2011,7/20/2011,US,West,California,Coachella,92236,400000,60000
875,Dr. Erika Fink,Small Business,Single,Male,2/5/1994,12/30/2013,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_875,HSB_Jewel_02468,60000,Half Yearly,12/30/2013,12/27/2033,6/30/2014,7/20/2014,U.S,West,Utah,Salt Lake City,84106,400000,60000
1044,Dr. Erin Ballard,Home Office,Single,Male,2/5/1994,1/1/2011,,13579,Mediclaim,Related to Life or Personal Claim,13579_1044,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2011,12/27/2033,4/1/2014,4/11/2014,U.S.A,West,California,Los Angeles,90004,500000,60000
428,Dr. Ernest Barber,Corporate,Single,Male,2/5/1992,12/31/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_428,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2008,12/27/2031,3/31/2012,4/10/2012,US,West,Nevada,Carson City,89701,500000,60000
2931,Dr. Faye Hanna,Small Business,Married,Male,2/5/1989,1/1/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_2931,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2006,12/27/2028,4/1/2009,4/11/2009,U.S,West,California,El Dorado Hills,95630,500000,60000
218,Dr. Frances Saunders,Consumer,Single,Male,2/5/1991,12/30/2010,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_218,HSB_Jewel_02468,60000,Half Yearly,12/30/2010,12/27/2030,6/30/2011,7/20/2011,United States Of America,West,Utah,Murray,84107,400000,60000
1186,Dr. Glenda Herbert,Consumer,Single,Male,2/5/1993,12/30/2012,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1186,HSB_Jewel_02468,60000,Half Yearly,12/30/2012,12/27/2032,6/30/2013,7/20/2013,United States Of America,West,California,Huntington Beach,92646,400000,60000
972,Dr. Gregory Holden,Corporate,Single,Male,12/7/1990,12/31/2007,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_972,HSB_Auto_98765,2000,Monthly,12/31/2007,12/27/2030,1/31/2011,,United States,West,California,Riverside,92503,200000,72000
510,Dr. Gregory Rao,Corporate,Single,Male,2/5/1991,1/1/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_510,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2008,12/27/2030,4/1/2011,4/11/2011,United States,West,California,Manteca,95336,500000,60000
3258,Dr. Gretchen Best Wilkins,Consumer,Married,Male,2/5/1991,12/30/2010,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_3258,HSB_Jewel_02468,60000,Half Yearly,12/30/2010,12/27/2030,6/30/2011,7/20/2011,U.S,West,Washington,Lynnwood,98037,400000,60000
1390,Dr. Hazel Jones,Corporate,Single,Male,2/5/1991,12/30/2010,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1390,HSB_Jewel_02468,60000,Half Yearly,12/30/2010,12/27/2030,6/30/2011,7/20/2011,US,West,California,Stockton,95207,400000,60000
754,Dr. Helen Lyons,Consumer,Single,Male,2/5/1993,12/30/2012,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_754,HSB_Jewel_02468,60000,Half Yearly,12/30/2012,12/27/2032,6/30/2013,7/20/2013,US,West,Arizona,Prescott Valley,86314,400000,60000
1781,Dr. Jackie Capps,Home Office,Single,Male,12/7/1990,12/31/2007,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1781,HSB_Auto_98765,2000,Monthly,12/31/2007,12/27/2030,1/31/2011,,U.S,West,California,San Carlos,94070,200000,72000
2385,Dr. Janice Frye,Small Business,Single,Male,12/7/1988,12/31/2005,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2385,HSB_Auto_98765,2000,Monthly,12/31/2005,12/27/2028,1/31/2009,,United States Of America,West,New Mexico,Las Cruces,88001,200000,72000
850,Dr. Jesse Hutchinson,Corporate,Single,Male,2/5/1989,1/1/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_850,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2006,12/27/2028,4/1/2009,4/11/2009,U.S.A,West,California,Goleta,93117,500000,60000
920,Dr. Jessie Kelly,Consumer,Single,Male,2/5/1991,1/1/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_920,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2008,12/27/2030,4/1/2011,4/11/2011,US,West,California,Redlands,92374,500000,60000
2801,Dr. Jimmy Wang,Home Office,Married,Male,2/5/1989,1/1/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_2801,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2006,12/27/2028,4/1/2009,4/11/2009,United States,West,Arizona,Chandler,85224,500000,60000
1271,Dr. Joanne Church,Corporate,Single,Female,12/7/1989,12/31/2006,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1271,HSB_Auto_98765,2000,Monthly,12/31/2006,12/27/2029,1/31/2010,,United States,West,California,La Mesa,91941,200000,72000
1852,Dr. Joy Kaplan McNeill,Home Office,Single,Female,2/5/1989,1/1/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_1852,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2006,12/27/2028,4/1/2009,4/11/2009,US,West,California,Carlsbad,92008,500000,60000
1113,Dr. Julia Reynolds,Corporate,Single,Female,2/5/1991,12/30/2010,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1113,HSB_Jewel_02468,60000,Half Yearly,12/30/2010,12/27/2030,6/30/2011,7/20/2011,U.S,West,Colorado,Arvada,80004,400000,60000
