Customer ID,Customer Name,Customer_Segment,Maritial_Status,Gender,DOB,Effective_Start_Dt,Effective_End_Dt,Policy_Type_Id,Policy_Type,Policy_Type_Desc,Policy_Id,Policy_Name,Premium_Amt,Policy_Term,Policy_Start_Dt,Policy_End_Dt,Next_Premium_Dt,Actual_Premium_Paid_Dt,Country,Region,State or Province,City,Postal Code,Total_Policy_Amt,Premium_Amt_Paid_TillDate
3386,Doctor. Carmen Elmore,Corporate,Divorced,Male,12/7/1989,3/3/2007,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_3386,HSB_Auto_98765,2000,Monthly,3/3/2007,12/27/2029,3/31/2010,9/25/2010,U.S,East,Ohio,Bowling Green,43402,200000,72000
1595,Doctor. Chad Henson,Corporate,Single,Male,2/5/1991,11/1/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_1595,HSB_Lifeclaim_13579,5000,Quarterly,11/1/2006,12/27/2030,2/1/2010,3/1/2010,United States,East,West Virginia,Huntington,25705,500000,60000
3306,Doctor. Claire Warren,Small Business,Divorced,Female,2/7/1990,1/1/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_3306,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2007,12/29/2029,4/1/2010,9/26/2010,U.S,East,Connecticut,New London,6320,500000,60000
1840,Doctor. Clifford Webb,Home Office,Single,Female,2/7/1991,12/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_1840,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2005,12/29/2030,3/31/2009,9/25/2009,United States,East,Massachusetts,Townsend,1469,500000,60000
1471,Doctor. Danielle Daniel,Home Office,Single,Male,2/6/1990,12/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_1471,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2005,12/28/2029,3/31/2009,9/25/2009,U.S,East,Ohio,Westerville,43081,500000,60000
3139,Doctor. David Powell,Home Office,Widowed,Male,12/10/1989,3/1/2007,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_3139,HSB_Auto_98765,2000,Monthly,3/1/2007,12/30/2029,4/1/2010,9/26/2010,US,East,New Jersey,Cranford,7016,200000,72000
2276,Doctor. Dennis Block Richardson,Consumer,Single,Male,2/11/1990,8/2/2009,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_2276,HSB_Jewel_02468,60000,Half Yearly,8/2/2009,1/2/2030,2/2/2010,3/2/2010,U.S,East,New York,Niagara Falls,14304,400000,60000
1709,Doctor. Dennis Bowen,Small Business,Single,Male,2/5/1990,12/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_1709,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2005,12/27/2029,3/31/2009,9/25/2009,U.S,East,Pennsylvania,Pottstown,19464,500000,60000
1156,Doctor. Edith Forbes,Consumer,Single,Male,2/5/1991,10/1/2008,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1156,HSB_Jewel_02468,60000,Half Yearly,10/1/2008,12/27/2030,3/31/2009,9/25/2009,U.S,East,Massachusetts,Tewksbury,1876,400000,60000
1227,Doctor. Elsie Hwang,Small Business,Single,Male,12/7/1988,6/3/2008,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1227,HSB_Auto_98765,2000,Monthly,6/3/2008,12/27/2028,7/3/2011,1/3/2012,U.S,East,Vermont,South Burlington,5403,200000,72000
2020,Doctor. Erika Jordan,Home Office,Single,Male,12/7/1989,12/31/2006,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2020,HSB_Auto_98765,2000,Monthly,12/31/2006,12/27/2029,1/31/2010,2/28/2010,United States,East,Pennsylvania,Plum,15239,200000,72000
1680,Doctor. Esther Whitaker,Consumer,Single,Male,12/7/1991,6/1/2010,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1680,HSB_Auto_98765,2000,Monthly,6/1/2010,12/27/2031,7/1/2013,1/1/2014,United States,East,Ohio,Fairfield,45014,200000,72000
2760,Doctor. Evan Adkins,Corporate,Single,Male,2/5/1990,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_2760,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2029,3/31/2013,9/25/2013,US,East,Connecticut,Waterbury,6708,500000,60000
2351,Doctor. Faye Silver,Corporate,Single,Male,2/5/1993,12/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_2351,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2005,12/27/2032,3/31/2009,9/25/2009,US,East,Maryland,Crofton,21114,500000,60000
1202,Doctor. Faye Wolf,Consumer,Single,Male,2/5/1989,10/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_1202,HSB_Lifeclaim_13579,5000,Quarterly,10/31/2006,12/27/2028,1/31/2010,2/28/2010,United States,East,New Jersey,South Orange,7079,500000,60000
210,Doctor. Floyd Dale,Home Office,Single,Male,2/5/1994,12/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_210,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2005,12/27/2033,3/31/2009,9/25/2009,United States,East,New York,Troy,12180,500000,60000
2963,Doctor. Frances Johnson,Consumer,Married,Male,2/5/1989,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_2963,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2028,3/31/2011,9/25/2011,U.S,East,Maryland,Middle River,21220,500000,60000
975,Doctor. Francis Evans,Corporate,Single,Male,2/5/1992,10/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_975,HSB_Lifeclaim_13579,5000,Quarterly,10/31/2009,12/27/2031,1/31/2013,2/28/2013,U.S,East,Massachusetts,Boston,2108,500000,60000
2196,Doctor. Gene Heath Cross,Small Business,Single,Male,2/5/1993,10/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_2196,HSB_Lifeclaim_13579,5000,Quarterly,10/31/2007,12/27/2032,1/31/2011,2/28/2011,US,East,New York,Jamestown,14701,500000,60000
2382,Doctor. Geoffrey Saunders,Small Business,Single,Male,2/5/1993,4/1/2011,,13579,Mediclaim,Related to Life or Personal Claim,13579_2382,HSB_Lifeclaim_13579,5000,Quarterly,4/1/2011,12/27/2032,7/1/2014,1/1/2015,United States,East,New York,New York City,10024,500000,60000
1497,Doctor. Gloria Jacobs,Corporate,Single,Male,2/5/1990,3/30/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_1497,HSB_Lifeclaim_13579,5000,Quarterly,3/30/2009,12/27/2029,6/30/2012,12/31/2012,US,East,New York,Elmira,14901,500000,60000
663,Doctor. Hilda Bennett,Home Office,Single,Male,12/7/1992,3/3/2007,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_663,HSB_Auto_98765,2000,Monthly,3/3/2007,12/27/2032,3/31/2010,9/25/2010,U.S,East,Ohio,Steubenville,43952,200000,72000
3311,Doctor. Jackie Flynn,Small Business,Married,Male,2/5/1992,12/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_3311,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2005,12/27/2031,3/31/2009,9/25/2009,US,East,Massachusetts,Winchester,1890,500000,60000
1885,Doctor. Jacob Hirsch,Home Office,Single,Male,2/5/1992,10/1/2009,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1885,HSB_Jewel_02468,60000,Half Yearly,10/1/2009,12/27/2031,3/31/2010,9/25/2010,U.S,East,Rhode Island,Barrington,2806,400000,60000
855,Doctor. Jacob Lanier,Corporate,Single,Male,2/5/1993,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_855,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2032,3/31/2011,9/25/2011,U.S,East,Connecticut,Danbury,6810,500000,60000
2507,Doctor. Jeanette Davies,Home Office,Single,Male,2/5/1991,12/30/2011,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_2507,HSB_Jewel_02468,60000,Half Yearly,12/30/2011,12/27/2030,6/30/2012,12/31/2012,U.S,East,Maine,Bangor,4401,400000,60000
1380,Doctor. Jeanne Walker,Home Office,Single,Male,2/5/1989,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_1380,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2028,3/31/2013,9/25/2013,United States,East,New Hampshire,Portsmouth,3801,500000,60000
899,Doctor. Jordan Berry,Small Business,Single,Female,2/5/1992,3/30/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_899,HSB_Lifeclaim_13579,5000,Quarterly,3/30/2009,12/27/2031,6/30/2012,12/31/2012,US,East,Pennsylvania,Altoona,16602,500000,60000
351,Doctor. Juanita Coley Knox,Home Office,Single,Female,12/7/1990,3/3/2007,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_351,HSB_Auto_98765,2000,Monthly,3/3/2007,12/27/2030,3/31/2010,9/25/2010,U.S,East,New York,Watertown,13601,200000,72000
731,Doctor. June Herbert,Consumer,Single,Female,2/5/1993,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_731,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2032,3/31/2010,9/25/2010,US,East,Massachusetts,Burlington,1803,500000,60000
3078,Doctor. Kate McKenna,Small Business,Single,Female,2/5/1992,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_3078,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2031,3/31/2011,9/25/2011,United States,East,Ohio,Toledo,43615,500000,60000
1607,Doctor. Kathleen Huang Hall,Home Office,Single,Female,2/5/1989,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_1607,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2028,3/31/2013,9/25/2013,U.S,East,New York,Freeport,11520,500000,60000
1009,Doctor. Kristin George,Corporate,Single,Female,12/7/1996,3/3/2010,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1009,HSB_Auto_98765,2000,Monthly,3/3/2010,12/27/2036,3/31/2013,9/25/2013,United States,East,Maine,Saco,4072,200000,72000
2938,Doctor. Laurie Case Daniel,Small Business,Single,Female,2/5/1994,12/31/2011,,13579,Mediclaim,Related to Life or Personal Claim,13579_2938,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2011,12/27/2033,3/31/2015,9/25/2015,United States,East,Massachusetts,Stoneham,2180,500000,60000
2516,Doctor. Leo E Underwood,Home Office,Single,Female,2/5/1997,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_2516,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2036,3/31/2011,9/25/2011,US,East,New Jersey,Englewood,7631,500000,60000
3098,Doctor. Lorraine Boykin,Consumer,Single,Female,2/5/1995,12/31/2011,,13579,Mediclaim,Related to Life or Personal Claim,13579_3098,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2011,12/27/2034,3/31/2015,9/25/2015,U.S,East,New York,Shirley,11967,500000,60000
1193,Doctor. Louis Parrish,Small Business,Single,Female,2/5/1992,12/31/2002,,13579,Mediclaim,Related to Life or Personal Claim,13579_1193,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2002,12/27/2031,3/31/2006,9/25/2006,US,East,District of Columbia,Washington,20016,500000,60000
2923,Doctor. Lynne Griffith,Consumer,Single,Female,2/5/1986,12/31/2011,,13579,Mediclaim,Related to Life or Personal Claim,13579_2923,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2011,12/27/2025,3/31/2015,9/25/2015,US,East,Maryland,Hagerstown,21740,500000,60000
2601,Doctor. Malcolm French,Corporate,Single,Female,2/5/1990,3/30/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_2601,HSB_Lifeclaim_13579,5000,Quarterly,3/30/2009,12/27/2029,6/30/2012,12/31/2012,U.S,East,New Hampshire,Merrimack,3054,500000,60000
1028,Doctor. Marguerite Rodgers,Small Business,Single,Female,2/5/1992,1/1/2015,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1028,HSB_Jewel_02468,60000,Half Yearly,1/1/2015,12/27/2031,7/1/2015,1/1/2016,U.S,East,New York,Commack,11725,400000,60000
1340,Doctor. Marie Bass,Home Office,Single,Female,2/5/1994,3/30/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_1340,HSB_Lifeclaim_13579,5000,Quarterly,3/30/2009,12/27/2033,6/30/2012,12/31/2012,US,East,New York,New York City,10170,500000,60000
469,Doctor. Marion Bowling,Small Business,Single,Female,12/7/1995,6/1/2010,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_469,HSB_Auto_98765,2000,Monthly,6/1/2010,12/27/2035,7/1/2013,1/1/2014,US,East,New Jersey,Hawthorne,7506,200000,72000
579,Doctor. Marlene Abrams,Corporate,Single,Female,2/5/1994,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_579,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2033,3/31/2010,9/25/2010,U.S,East,Connecticut,Seymour,6478,500000,60000
2549,Doctor. Martha Bowers,Small Business,Single,Female,2/5/1999,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_2549,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2038,3/31/2011,9/25/2011,United States,East,Ohio,Whitehall,43213,500000,60000
1639,Doctor. Marvin Rollins,Home Office,Single,Female,2/5/1994,12/30/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_1639,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2008,12/27/2033,3/30/2012,9/24/2012,US,East,Connecticut,Stamford,6901,500000,60000
1733,Doctor. Nina Horne Kelly,Small Business,Single,Female,2/5/1996,10/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_1733,HSB_Lifeclaim_13579,5000,Quarterly,10/31/2009,12/27/2035,1/31/2013,2/28/2013,US,East,District of Columbia,Washington,20012,500000,60000
2667,Doctor. Pat Baker,Home Office,Single,Female,2/5/1997,12/31/2010,,13579,Mediclaim,Related to Life or Personal Claim,13579_2667,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2010,12/27/2036,3/31/2014,9/25/2014,United States,East,Ohio,Lakewood,44107,500000,60000
3251,Doctor. Peter Brooks,Corporate,Single,Female,2/5/1996,10/31/2010,,13579,Mediclaim,Related to Life or Personal Claim,13579_3251,HSB_Lifeclaim_13579,5000,Quarterly,10/31/2010,12/27/2035,1/31/2014,2/28/2014,United States,East,New York,New York City,10112,500000,60000
997,Doctor. Phillip Pollard,Small Business,Single,Female,2/5/1992,12/30/2004,,13579,Mediclaim,Related to Life or Personal Claim,13579_997,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2004,12/27/2031,3/30/2008,9/24/2008,US,East,New Jersey,Bayonne,7002,500000,60000
3367,Doctor. Renee McKenzie,Home Office,Single,Female,2/5/1997,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_3367,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2036,3/31/2011,9/25/2011,United States,East,Ohio,Upper Arlington,43221,500000,60000
371,Doctor. Roberta Mullins Peters,Corporate,Single,Female,2/5/1998,12/30/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_371,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2012,12/27/2037,3/30/2016,9/24/2016,US,East,Massachusetts,Everett,2149,500000,60000
275,Doctor. Roger Blalock Cassidy,Corporate,Single,Female,2/5/1993,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_275,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2032,3/31/2011,9/25/2011,U.S,East,Connecticut,Fairfield,6824,500000,60000
488,Doctor. Ronnie Creech,Corporate,Single,Female,2/5/1988,12/30/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_488,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2008,12/27/2027,3/30/2012,9/24/2012,United States,East,Maine,South Portland,4106,500000,60000
741,Doctor. Stacey Hale,Consumer,Single,Female,2/5/1991,10/1/2005,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_741,HSB_Jewel_02468,60000,Half Yearly,10/1/2005,12/27/2030,3/31/2006,9/25/2006,United States,East,New Jersey,Summit,7901,400000,60000
2212,Doctor. Stacy Chang,Home Office,Single,Female,2/5/1996,10/1/2012,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_2212,HSB_Jewel_02468,60000,Half Yearly,10/1/2012,12/27/2035,3/31/2013,9/25/2013,United States,East,Maryland,Catonsville,21228,400000,60000
2709,Doctor. Stanley Steele,Consumer,Single,Female,12/7/1986,3/2/2012,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2709,HSB_Auto_98765,2000,Monthly,3/2/2012,12/27/2026,3/31/2015,9/25/2015,U.S,East,Maryland,Ellicott City,21042,200000,72000
2883,Doctor. Stuart Sharma,Consumer,Single,Female,2/5/1988,12/30/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_2883,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2012,12/27/2027,3/30/2016,9/24/2016,U.S,East,Ohio,North Olmsted,44070,500000,60000
624,Doctor. Terry Klein,Home Office,Single,Female,2/5/1996,10/1/2008,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_624,HSB_Jewel_02468,60000,Half Yearly,10/1/2008,12/27/2035,3/31/2009,9/25/2009,United States,East,Vermont,Rutland,5701,400000,60000
306,Doctor. Thomas McAllister,Small Business,Single,Female,2/5/1994,10/1/2013,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_306,HSB_Jewel_02468,60000,Half Yearly,10/1/2013,12/27/2033,3/31/2014,9/25/2014,US,East,Maryland,Pikesville,21208,400000,60000
1104,Doctor. Timothy Ross,Home Office,Single,Female,2/5/1993,12/30/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_1104,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2008,12/27/2032,3/30/2012,9/24/2012,United States,East,New York,New York City,10282,500000,60000
600,Doctor. Vickie Morse,Corporate,Single,Female,2/5/1998,12/30/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_600,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2008,12/27/2037,3/30/2012,9/24/2012,US,East,Maryland,Reisterstown,21136,500000,60000
1062,Doctor. Willie Robinson,Small Business,Single,Female,12/7/1988,6/1/2010,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1062,HSB_Auto_98765,2000,Monthly,6/1/2010,12/27/2028,7/1/2013,1/1/2014,US,East,New York,Coram,11727,200000,72000
3079,Dr. Andrew Levine,Small Business,Married,Male,2/5/1995,10/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_3079,HSB_Lifeclaim_13579,5000,Quarterly,10/31/2005,12/27/2034,1/31/2009,2/28/2009,United States Of America,East,Pennsylvania,Philadelphia,19112,500000,60000
211,Dr. Anna Wood,Home Office,Married,Female,2/5/1991,4/2/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_211,HSB_Lifeclaim_13579,5000,Quarterly,4/2/2008,12/27/2030,7/2/2011,1/2/2012,United States Of America,East,New York,Utica,13501,500000,60000
1159,Dr. Arlene Weeks,Consumer,Married,Male,12/8/1991,1/2/2008,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1159,HSB_Auto_98765,2000,Monthly,1/2/2008,12/28/2031,2/2/2011,3/2/2011,U.S.A,East,New Jersey,Union City,7086,200000,72000
2764,Dr. Arnold Johnson,Corporate,Married,Male,2/8/1993,12/30/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_2764,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2008,12/30/2032,3/30/2012,9/24/2012,USA,East,New Jersey,Hackensack,7601,500000,60000
858,Dr. Arthur Brady,Corporate,Married,Male,2/9/1993,7/31/2008,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_858,HSB_Jewel_02468,60000,Half Yearly,7/31/2008,12/31/2032,1/31/2009,2/28/2009,U.S.A,East,Maine,Lewiston,4240,400000,60000
315,Dr. Benjamin Kaufman,Corporate,Single,Male,2/6/1994,1/1/2011,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_315,HSB_Jewel_02468,60000,Half Yearly,1/1/2011,12/28/2033,7/1/2011,1/1/2012,USA,East,Massachusetts,Belchertown,1007,400000,60000
3314,Dr. Billy Hale,Small Business,Single,Female,12/9/1989,12/31/2005,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_3314,HSB_Auto_98765,2000,Monthly,12/31/2005,12/29/2029,1/31/2009,2/28/2009,USA,East,New Jersey,Fort Lee,7024,200000,72000
339,Dr. Bobby Clements,Corporate,Single,Male,12/7/1989,3/3/2007,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_339,HSB_Auto_98765,2000,Monthly,3/3/2007,12/27/2029,3/31/2010,9/25/2010,United States Of America,East,Ohio,Columbus,43229,200000,72000
3067,Dr. Carole Miller,Consumer,Divorced,Male,12/9/1989,3/2/2008,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_3067,HSB_Auto_98765,2000,Monthly,3/2/2008,12/29/2029,3/31/2011,9/25/2011,USA,East,Ohio,Austintown,44515,200000,72000
358,Dr. Chris F Brandt,Corporate,Single,Male,2/5/1989,1/1/2009,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_358,HSB_Jewel_02468,60000,Half Yearly,1/1/2009,12/27/2028,7/1/2009,1/1/2010,U.S.A,East,Pennsylvania,King of Prussia,19406,400000,60000
2215,Dr. Christopher High,Corporate,Single,Female,2/11/1991,10/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_2215,HSB_Lifeclaim_13579,5000,Quarterly,10/31/2005,1/2/2031,1/31/2009,2/28/2009,United States Of America,East,Ohio,Massillon,44646,500000,60000
1734,Dr. Christopher Meadows,Small Business,Single,Female,2/5/1991,10/1/2008,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1734,HSB_Jewel_02468,60000,Half Yearly,10/1/2008,12/27/2030,3/31/2009,9/25/2009,USA,East,New York,Harrison,10528,400000,60000
2924,Dr. Courtney Nelson,Consumer,Divorced,Male,2/5/1990,10/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_2924,HSB_Lifeclaim_13579,5000,Quarterly,10/31/2005,12/27/2029,1/31/2009,2/28/2009,USA,East,Maryland,Laurel,20707,500000,60000
1341,Dr. Edward Bynum,Home Office,Single,Male,2/5/1991,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_1341,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2030,3/31/2010,9/25/2010,USA,East,Pennsylvania,Chambersburg,17201,500000,60000
3307,Dr. Edwin Blackburn,Small Business,Married,Male,2/5/1992,12/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_3307,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2005,12/27/2031,3/31/2009,9/25/2009,U.S.A,East,Massachusetts,Agawam,1001,500000,60000
489,Dr. Eileen Cheek,Corporate,Single,Male,2/5/1991,1/1/2011,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_489,HSB_Jewel_02468,60000,Half Yearly,1/1/2011,12/27/2030,7/1/2011,1/1/2012,United States Of America,East,Massachusetts,Norwood,2062,400000,60000
1854,Dr. Erika Morgan,Home Office,Single,Male,2/5/1991,1/1/2011,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1854,HSB_Jewel_02468,60000,Half Yearly,1/1/2011,12/27/2030,7/1/2011,1/1/2012,United States Of America,East,Connecticut,Seymour,6478,400000,60000
1646,Dr. Eugene Brewer Knox,Small Business,Single,Male,2/5/1993,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_1646,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2032,3/31/2011,9/25/2011,USA,East,New York,Bethpage,11714,500000,60000
