Customer ID,Customer Name,Customer_Segment,Maritial_Status,Gender,DOB,Effective_Start_Dt,Effective_End_Dt,Policy_Type_Id,Policy_Type,Policy_Type_Desc,Policy_Id,Policy_Name,Premium_Amt,Policy_Term,Policy_Start_Dt,Policy_End_Dt,Next_Premium_Dt,Actual_Premium_Paid_Dt,Country,Region,State or Province,City,Postal Code,Total_Policy_Amt,Premium_Amt_Paid_TillDate
1363,Doctor Earl Roy,Consumer,Single,Male,2/5/1990,1/1/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_1363,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2007,12/27/2029,4/1/2010,4/11/2010,US,South,Florida,Casselberry,32707,500000,60000
2684,Doctor Edna Michael,Small Business,Single,Male,2/5/1993,12/30/2012,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_2684,HSB_Jewel_02468,60000,Half Yearly,12/30/2012,12/27/2032,6/30/2013,7/20/2013,United States,South,Florida,Port Charlotte,33952,400000,60000
1739,Doctor Edna Pierce,Corporate,Single,Male,12/7/1991,12/31/2008,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1739,HSB_Auto_98765,2000,Monthly,12/31/2008,12/27/2031,1/31/2012,3/1/2012,US,South,North Carolina,Goldsboro,27534,200000,72000
678,Doctor Edward McKenzie,Corporate,Single,Male,2/5/1990,1/1/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_678,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2007,12/27/2029,4/1/2010,4/11/2010,USA,South,Virginia,Rose Hill,24281,500000,60000
2848,Doctor Eileen Dalton,Corporate,Married,Male,2/5/1992,12/29/2011,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_2848,HSB_Jewel_02468,60000,Half Yearly,12/29/2011,12/27/2031,6/29/2012,7/19/2012,USA,South,Tennessee,Columbia,38401,400000,60000
2069,Doctor Elsie Boykin,Consumer,Single,Male,2/5/1992,12/29/2011,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_2069,HSB_Jewel_02468,60000,Half Yearly,12/29/2011,12/27/2031,6/29/2012,7/19/2012,USA,South,Kentucky,Fort Thomas,41075,400000,60000
2488,Doctor Gordon Walker,Consumer,Single,Male,2/5/1990,1/1/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_2488,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2007,12/27/2029,4/1/2010,4/11/2010,US,South,Arkansas,Cabot,72023,500000,60000
2880,Doctor Grace Black,Small Business,Married,Male,12/7/1991,12/31/2008,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2880,HSB_Auto_98765,2000,Monthly,12/31/2008,12/27/2031,1/31/2012,3/1/2012,US,South,Florida,North Miami Beach,33160,200000,72000
2540,Doctor Helen Ferguson,Home Office,Single,Male,2/5/1990,1/1/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_2540,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2007,12/27/2029,4/1/2010,4/11/2010,United States,South,Florida,Winter Springs,32708,500000,60000
3169,Doctor Janice Boswell,Small Business,Married,Male,2/5/1990,1/1/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_3169,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2007,12/27/2029,4/1/2010,4/11/2010,United States,South,Florida,Port Orange,32127,500000,60000
2044,Doctor Jay Simon,Corporate,Single,Male,2/5/1992,12/29/2011,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_2044,HSB_Jewel_02468,60000,Half Yearly,12/29/2011,12/27/2031,6/29/2012,7/19/2012,US,South,Arkansas,Rogers,72756,400000,60000
1554,Doctor Joan Floyd,Consumer,Single,Female,12/7/1989,12/31/2006,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1554,HSB_Auto_98765,2000,Monthly,12/31/2006,12/27/2029,1/31/2010,3/2/2010,US,South,Mississippi,Gulfport,39503,200000,72000
2770,Doctor Joel Burnette,Corporate,Single,Female,2/5/1989,1/1/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_2770,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2006,12/27/2028,4/1/2009,4/11/2009,US,South,Georgia,Dunwoody,30338,500000,60000
1531,Doctor Jon Ayers,Consumer,Single,Female,2/5/1992,12/31/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_1531,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2008,12/27/2031,3/31/2012,4/10/2012,USA,South,Florida,Palm Coast,32137,500000,60000
1634,Doctor Katherine W Epstein,Home Office,Single,Female,2/5/1987,12/30/2006,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1634,HSB_Jewel_02468,60000,Half Yearly,12/30/2006,12/27/2026,6/30/2007,7/20/2007,USA,South,Mississippi,Jackson,39212,400000,60000
2481,Doctor Kelly Sawyer,Corporate,Single,Female,2/5/1990,1/1/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_2481,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2007,12/27/2029,4/1/2010,4/11/2010,USA,South,Louisiana,Lafayette,70506,500000,60000
2578,Doctor Kent Gill,Home Office,Single,Female,12/7/1987,12/31/2004,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2578,HSB_Auto_98765,2000,Monthly,12/31/2004,12/27/2027,1/31/2008,3/1/2008,USA,South,Alabama,Opelika,36801,200000,72000
2308,Doctor Laurence Cummings,Small Business,Single,Female,2/5/1988,12/31/2004,,13579,Mediclaim,Related to Life or Personal Claim,13579_2308,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2004,12/27/2027,3/31/2008,4/10/2008,US,South,Florida,Lehigh Acres,33971,500000,60000
3105,Doctor Lawrence Hester,Home Office,Single,Female,2/5/1995,12/30/2014,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_3105,HSB_Jewel_02468,60000,Half Yearly,12/30/2014,12/27/2034,6/30/2015,7/20/2015,USA,South,Kentucky,Murray,42071,400000,60000
1185,Doctor Lee Xu,Consumer,Single,Female,2/5/1994,1/1/2011,,13579,Mediclaim,Related to Life or Personal Claim,13579_1185,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2011,12/27/2033,4/1/2014,4/11/2014,United States,South,Alabama,Madison,35756,500000,60000
803,Doctor Marianne Goldstein,Small Business,Single,Female,2/5/1989,12/30/2008,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_803,HSB_Jewel_02468,60000,Half Yearly,12/30/2008,12/27/2028,6/30/2009,7/20/2009,US,South,Florida,New Smyrna Beach,32168,400000,60000
1971,Doctor Marsha Roy,Corporate,Single,Female,2/5/1990,1/1/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_1971,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2007,12/27/2029,4/1/2010,4/11/2010,USA,South,Mississippi,Tupelo,38801,500000,60000
1815,Doctor Marvin Yang,Home Office,Single,Female,2/5/1995,12/30/2014,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1815,HSB_Jewel_02468,60000,Half Yearly,12/30/2014,12/27/2034,6/30/2015,7/20/2015,USA,South,Mississippi,Pearl,39208,400000,60000
3255,Doctor Maureen Whitley,Home Office,Single,Female,2/5/1996,12/29/2015,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_3255,HSB_Jewel_02468,60000,Half Yearly,12/29/2015,12/27/2035,6/29/2016,7/19/2016,United States,South,Florida,Tamarac,33319,400000,60000
2240,Doctor Maurice Kelly,Corporate,Single,Female,2/5/1986,1/1/2003,,13579,Mediclaim,Related to Life or Personal Claim,13579_2240,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2003,12/27/2025,4/1/2006,4/11/2006,US,South,Florida,Lakeland,33801,500000,60000
1018,Doctor Meredith Humphrey,Home Office,Single,Female,2/5/1998,1/1/2015,,13579,Mediclaim,Related to Life or Personal Claim,13579_1018,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2015,12/27/2037,4/1/2018,4/11/2018,US,South,North Carolina,Cary,27511,500000,60000
2968,Doctor Miriam Bowman,Small Business,Single,Female,2/5/1992,12/31/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_2968,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2008,12/27/2031,3/31/2012,4/10/2012,United States,South,Florida,Hollywood,33021,500000,60000
829,Doctor Monica Law Thompson,Corporate,Single,Female,2/5/1987,1/1/2004,,13579,Mediclaim,Related to Life or Personal Claim,13579_829,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2004,12/27/2026,4/1/2007,4/11/2007,United States,South,Arkansas,Texarkana,71854,500000,60000
1919,Doctor Nathan Jenkins,Home Office,Single,Female,2/5/1998,12/30/2017,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1919,HSB_Jewel_02468,60000,Half Yearly,12/30/2017,12/27/2037,6/30/2018,7/20/2018,United States,South,Arkansas,Pine Bluff,71603,400000,60000
2258,Doctor Nicole Pope,Corporate,Single,Female,2/5/1999,12/30/2018,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_2258,HSB_Jewel_02468,60000,Half Yearly,12/30/2018,12/27/2038,6/30/2019,7/20/2019,United States,South,North Carolina,Rocky Mount,27801,400000,60000
2114,Doctor Paige Mason,Corporate,Single,Female,2/5/1998,1/1/2015,,13579,Mediclaim,Related to Life or Personal Claim,13579_2114,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2015,12/27/2037,4/1/2018,4/11/2018,US,South,Virginia,Norfolk,23518,500000,60000
568,Doctor Peter McConnell,Consumer,Single,Female,2/5/1988,12/31/2004,,13579,Mediclaim,Related to Life or Personal Claim,13579_568,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2004,12/27/2027,3/31/2008,4/10/2008,United States,South,Mississippi,Columbus,39701,500000,60000
1502,Doctor Renee Huang,Small Business,Single,Female,2/5/1995,12/30/2014,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1502,HSB_Jewel_02468,60000,Half Yearly,12/30/2014,12/27/2034,6/30/2015,7/20/2015,United States,South,Florida,Coral Springs,33065,400000,60000
3285,Doctor Ricky Garner,Consumer,Single,Female,2/5/1995,1/1/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_3285,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2012,12/27/2034,4/1/2015,4/11/2015,USA,South,Virginia,Herndon,20170,500000,60000
2621,Doctor Robyn Hayes,Corporate,Single,Female,2/5/1993,1/1/2010,,13579,Mediclaim,Related to Life or Personal Claim,13579_2621,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2010,12/27/2032,4/1/2013,4/11/2013,US,South,Tennessee,Brentwood,37027,500000,60000
2787,Doctor Rodney Kearney,Consumer,Single,Female,2/5/1992,12/29/2011,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_2787,HSB_Jewel_02468,60000,Half Yearly,12/29/2011,12/27/2031,6/29/2012,7/19/2012,United States,South,Louisiana,Metairie,70003,400000,60000
1267,Doctor Rosemary Branch,Corporate,Single,Female,2/5/1993,12/30/2012,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1267,HSB_Jewel_02468,60000,Half Yearly,12/30/2012,12/27/2032,6/30/2013,7/20/2013,USA,South,Florida,Boca Raton,33433,400000,60000
1719,Doctor Russell W Melton,Corporate,Single,Female,2/5/1994,12/30/2013,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1719,HSB_Jewel_02468,60000,Half Yearly,12/30/2013,12/27/2033,6/30/2014,7/20/2014,USA,South,Alabama,Northport,35473,400000,60000
1910,Doctor Sean Stephenson,Home Office,Single,Female,2/5/1991,1/1/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_1910,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2008,12/27/2030,4/1/2011,4/11/2011,US,South,Georgia,Peachtree City,30269,500000,60000
1711,Doctor Sharon Long,Corporate,Single,Female,12/7/1986,12/31/2003,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1711,HSB_Auto_98765,2000,Monthly,12/31/2003,12/27/2026,1/31/2007,3/2/2007,United States,South,Georgia,Marietta,30062,200000,72000
1574,Doctor Sherry Hurley,Consumer,Single,Female,2/5/1989,12/30/2008,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1574,HSB_Jewel_02468,60000,Half Yearly,12/30/2008,12/27/2028,6/30/2009,7/20/2009,United States,South,North Carolina,Fayetteville,28314,400000,60000
2183,Doctor Sheryl Reese,Home Office,Single,Female,2/5/1991,1/1/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_2183,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2008,12/27/2030,4/1/2011,4/11/2011,USA,South,Kentucky,Owensboro,42301,500000,60000
3187,Doctor Sidney Gilliam,Small Business,Single,Female,12/7/1994,12/31/2011,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_3187,HSB_Auto_98765,2000,Monthly,12/31/2011,12/27/2034,1/31/2015,3/2/2015,USA,South,Florida,Riverview,33569,200000,72000
1672,Doctor Sidney Scarborough,Small Business,Single,Female,2/5/1990,1/1/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_1672,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2007,12/27/2029,4/1/2010,4/11/2010,US,South,Virginia,Charlottesville,22901,500000,60000
983,Doctor Sue Drake,Corporate,Single,Female,2/5/1989,12/30/2008,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_983,HSB_Jewel_02468,60000,Half Yearly,12/30/2008,12/27/2028,6/30/2009,7/20/2009,USA,South,Arkansas,Searcy,72143,400000,60000
1788,Doctor Valerie Siegel,Consumer,Single,Female,2/5/1998,12/30/2017,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1788,HSB_Jewel_02468,60000,Half Yearly,12/30/2017,12/27/2037,6/30/2018,7/20/2018,United States,South,Georgia,Woodstock,30188,400000,60000
2420,Doctor Wesley Cho,Consumer,Single,Female,2/5/1998,1/1/2015,,13579,Mediclaim,Related to Life or Personal Claim,13579_2420,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2015,12/27/2037,4/1/2018,4/11/2018,US,South,Virginia,Richmond,23223,500000,60000
2882,Dr. Andrew Gonzalez,Consumer,Married,Male,2/5/1996,12/29/2015,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_2882,HSB_Jewel_02468,60000,Half Yearly,12/29/2015,12/27/2035,6/29/2016,7/19/2016,U.S,South,North Carolina,Charlotte,28206,400000,60000
3194,Dr. Angela Rose,Consumer,Married,Female,2/5/1991,1/1/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_3194,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2008,12/27/2030,4/1/2011,4/11/2011,U.S.A,South,Florida,Spring Hill,34609,500000,60000
3379,Dr. Annette McIntyre,Home Office,Married,Female,2/5/1990,1/1/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_3379,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2007,12/27/2029,4/1/2010,4/11/2010,United States Of America,South,Georgia,Kennesaw,30144,500000,60000
2655,Dr. Benjamin Lam,Corporate,Single,Male,2/5/1995,1/1/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_2655,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2012,12/27/2034,4/1/2015,4/11/2015,U.S,South,Georgia,Atlanta,30318,500000,60000
508,Dr. Cameron Owens,Corporate,Single,Male,12/7/1989,12/31/2006,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_508,HSB_Auto_98765,2000,Monthly,12/31/2006,12/27/2029,1/31/2010,3/2/2010,U.S,South,Kentucky,Covington,41011,200000,72000
1556,Dr. Carol Wood,Consumer,Single,Male,2/5/1990,1/1/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_1556,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2007,12/27/2029,4/1/2010,4/11/2010,U.S,South,Virginia,Alexandria,22304,500000,60000
3303,Dr. Carole Creech,Home Office,Divorced,Male,2/6/1990,1/2/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_3303,HSB_Lifeclaim_13579,5000,Quarterly,1/2/2007,12/28/2029,4/2/2010,4/12/2010,U.S.A,South,Florida,Lake Worth,33461,500000,60000
2345,Dr. Colleen Marsh,Corporate,Single,Female,12/7/1989,12/31/2006,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2345,HSB_Auto_98765,2000,Monthly,12/31/2006,12/27/2029,1/31/2010,3/2/2010,U.S,South,Kentucky,Paducah,42003,200000,72000
1650,Dr. Dan Lamm,Corporate,Single,Male,2/5/1991,12/30/2010,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1650,HSB_Jewel_02468,60000,Half Yearly,12/30/2010,12/27/2030,6/30/2011,7/20/2011,U.S.A,South,North Carolina,Asheboro,27203,400000,60000
2526,Dr. Derek Sweeney,Corporate,Single,Male,2/10/1990,1/6/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_2526,HSB_Lifeclaim_13579,5000,Quarterly,1/6/2007,1/1/2030,4/6/2010,4/16/2010,U.S,South,Louisiana,Lafayette,70506,500000,60000
2193,Dr. Donald Melton,Home Office,Single,Male,2/5/1990,12/30/2009,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_2193,HSB_Jewel_02468,60000,Half Yearly,12/30/2009,12/27/2029,6/30/2010,7/20/2010,U.S.A,South,North Carolina,New Bern,28560,400000,60000
1927,Dr. Earl Alston,Home Office,Single,Male,12/8/1990,1/1/2008,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1927,HSB_Auto_98765,2000,Monthly,1/1/2008,12/28/2030,2/1/2011,3/3/2011,United States Of America,South,South Carolina,Greenville,29611,200000,72000
3331,Dr. Elisabeth Shaw,Corporate,Married,Male,2/5/1992,12/31/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_3331,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2008,12/27/2031,3/31/2012,4/10/2012,U.S,South,Florida,Ormond Beach,32174,500000,60000
2724,Dr. Erika Clapp,Home Office,Single,Male,2/5/1992,12/31/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_2724,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2008,12/27/2031,3/31/2012,4/10/2012,U.S.A,South,Tennessee,Chattanooga,37421,500000,60000
3154,Dr. Faye Manning,Corporate,Married,Male,2/5/1992,12/31/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_3154,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2008,12/27/2031,3/31/2012,4/10/2012,U.S,South,Florida,Saint Petersburg,33710,500000,60000
2260,Dr. Geoffrey H Wong,Corporate,Single,Male,2/5/1992,12/29/2011,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_2260,HSB_Jewel_02468,60000,Half Yearly,12/29/2011,12/27/2031,6/29/2012,7/19/2012,United States Of America,South,Georgia,Rome,30161,400000,60000
1384,Dr. George McLamb,Consumer,Single,Male,2/5/1992,12/31/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_1384,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2008,12/27/2031,3/31/2012,4/10/2012,U.S,South,Virginia,Alexandria,22304,500000,60000
1745,Dr. Herbert Holden,Consumer,Single,Male,2/5/1992,12/29/2011,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_1745,HSB_Jewel_02468,60000,Half Yearly,12/29/2011,12/27/2031,6/29/2012,7/19/2012,U.S,South,Georgia,Atlanta,30305,400000,60000
1802,Dr. Jack Morse,Corporate,Single,Male,2/5/1993,1/1/2010,,13579,Mediclaim,Related to Life or Personal Claim,13579_1802,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2010,12/27/2032,4/1/2013,4/11/2013,United States Of America,South,Florida,Dunedin,34698,500000,60000
2254,Dr. Jeff Meadows,Corporate,Single,Male,2/5/1992,12/31/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_2254,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2008,12/27/2031,3/31/2012,4/10/2012,U.S,South,Kentucky,Paducah,42003,500000,60000
2115,Dr. Jeffrey Lloyd,Corporate,Single,Male,12/7/1991,12/31/2008,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2115,HSB_Auto_98765,2000,Monthly,12/31/2008,12/27/2031,1/31/2012,3/1/2012,U.S,South,Virginia,Oakton,22124,200000,72000
1721,Dr. Jennifer Zimmerman,Corporate,Single,Male,2/5/1989,1/1/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_1721,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2006,12/27/2028,4/1/2009,4/11/2009,U.S.A,South,Arkansas,Jonesboro,72401,500000,60000
2858,Dr. Jerry Webster,Corporate,Married,Male,2/5/1993,1/1/2010,,13579,Mediclaim,Related to Life or Personal Claim,13579_2858,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2010,12/27/2032,4/1/2013,4/11/2013,U.S.A,South,Florida,Fruit Cove,32259,500000,60000
2456,Dr. Joan Beach,Home Office,Single,Female,12/7/1991,12/31/2008,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2456,HSB_Auto_98765,2000,Monthly,12/31/2008,12/27/2031,1/31/2012,3/1/2012,United States Of America,South,Alabama,Mobile,36608,200000,72000
1038,Dr. Jon Hale,Corporate,Single,Female,2/5/1993,1/1/2010,,13579,Mediclaim,Related to Life or Personal Claim,13579_1038,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2010,12/27/2032,4/1/2013,4/11/2013,U.S,South,Florida,Belle Glade,33430,500000,60000
750,Dr. Jordan Wilkinson,Corporate,Single,Female,2/5/1993,1/1/2010,,13579,Mediclaim,Related to Life or Personal Claim,13579_750,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2010,12/27/2032,4/1/2013,4/11/2013,U.S.A,South,Kentucky,Florence,41042,500000,60000
2543,Dr. Josephine Dalton,Small Business,Single,Female,2/5/1991,12/30/2010,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_2543,HSB_Jewel_02468,60000,Half Yearly,12/30/2010,12/27/2030,6/30/2011,7/20/2011,United States Of America,South,Virginia,Richmond,23223,400000,60000
806,Dr. Judy Singer,Small Business,Single,Female,2/5/1989,12/30/2008,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_806,HSB_Jewel_02468,60000,Half Yearly,12/30/2008,12/27/2028,6/30/2009,7/20/2009,U.S,South,Florida,Miami,33132,400000,60000
2417,Dr. Ken H Frazier,Consumer,Single,Female,2/5/1993,12/30/2012,,2468,Mortgages,"Related to Ornaments, Property Claim",02468_2417,HSB_Jewel_02468,60000,Half Yearly,12/30/2012,12/27/2032,6/30/2013,7/20/2013,U.S.A,South,Virginia,Oakton,22124,400000,60000
2441,Dr. Kenneth Capps,Consumer,Single,Female,12/7/1993,12/31/2010,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2441,HSB_Auto_98765,2000,Monthly,12/31/2010,12/27/2033,1/31/2014,3/2/2014,U.S,South,Florida,Melbourne,32935,200000,72000
2049,Dr. Kenneth Pollock,Corporate,Single,Female,2/5/1996,12/31/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_2049,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2012,12/27/2035,3/31/2016,4/10/2016,U.S,South,Virginia,Harrisonburg,22801,500000,60000
2771,Dr. Kevin Wolfe,Corporate,Single,Female,2/5/1989,1/1/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_2771,HSB_Lifeclaim_13579,5000,Quarterly,1/1/2006,12/27/2028,4/1/2009,4/11/2009,U.S,South,Georgia,East Point,30344,500000,60000
1526,Dr. Larry Hall,Home Office,Single,Female,2/5/1996,12/31/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_1526,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2012,12/27/2035,3/31/2016,4/10/2016,United States Of America,South,Alabama,Birmingham,35211,500000,60000
